algorithm,data_type,array_size,run_id,time_us,char_comparisons
msd_radix_sort_with_quicksort,random,1800,6,263,15056
msd_radix_sort_with_quicksort,random,1800,7,245,15056
msd_radix_sort_with_quicksort,random,1800,8,244,15056
msd_radix_sort_with_quicksort,random,1800,9,249,15056
msd_radix_sort_with_quicksort,random,1800,10,255,15056
standard_quicksort,random,1900,1,508,295119
standard_quicksort,random,1900,2,489,295119
standard_quicksort,random,1900,3,464,295119
standard_quicksort,random,1900,4,474,295119
standard_quicksort,random,1900,5,457,295119
standard_quicksort,random,1900,6,460,295119
standard_quicksort,random,1900,7,453,295119
standard_quicksort,random,1900,8,444,295119
standard_quicksort,random,1900,9,461,295119
standard_quicksort,random,1900,10,440,295119
standard_mergesort,random,1900,1,1086,25560
standard_mergesort,random,1900,2,1042,25560
standard_mergesort,random,1900,3,1028,25560
standard_mergesort,random,1900,4,1070,25560
standard_mergesort,random,1900,5,1035,25560
standard_mergesort,random,1900,6,1036,25560
standard_mergesort,random,1900,7,1075,25560
standard_mergesort,random,1900,8,1032,25560
standard_mergesort,random,1900,9,1017,25560
standard_mergesort,random,1900,10,1041,25560
ternary_string_quicksort,random,1900,1,233,33850
ternary_string_quicksort,random,1900,2,197,33850
ternary_string_quicksort,random,1900,3,187,33850
ternary_string_quicksort,random,1900,4,179,33850
ternary_string_quicksort,random,1900,5,156,33850
ternary_string_quicksort,random,1900,6,149,33850
ternary_string_quicksort,random,1900,7,137,33850
ternary_string_quicksort,random,1900,8,136,33850
ternary_string_quicksort,random,1900,9,127,33850
ternary_string_quicksort,random,1900,10,117,33850
lcp_mergesort,random,1900,1,1355,16552
lcp_mergesort,random,1900,2,1347,16552
lcp_mergesort,random,1900,3,1385,16552
lcp_mergesort,random,1900,4,1357,16552
lcp_mergesort,random,1900,5,1357,16552
lcp_mergesort,random,1900,6,1335,16552
lcp_mergesort,random,1900,7,1416,16552
lcp_mergesort,random,1900,8,1361,16552
lcp_mergesort,random,1900,9,1359,16552
lcp_mergesort,random,1900,10,1385,16552
msd_radix_sort,random,1900,1,764,4371
msd_radix_sort,random,1900,2,759,4371
msd_radix_sort,random,1900,3,761,4371
msd_radix_sort,random,1900,4,764,4371
msd_radix_sort,random,1900,5,802,4371
msd_radix_sort,random,1900,6,769,4371
msd_radix_sort,random,1900,7,763,4371
msd_radix_sort,random,1900,8,770,4371
msd_radix_sort,random,1900,9,783,4371
msd_radix_sort,random,1900,10,772,4371
msd_radix_sort_with_quicksort,random,1900,1,297,15911
msd_radix_sort_with_quicksort,random,1900,2,300,15911
msd_radix_sort_with_quicksort,random,1900,3,286,15911
msd_radix_sort_with_quicksort,random,1900,4,264,15911
msd_radix_sort_with_quicksort,random,1900,5,277,15911
msd_radix_sort_with_quicksort,random,1900,6,324,15911
msd_radix_sort_with_quicksort,random,1900,7,268,15911
msd_radix_sort_with_quicksort,random,1900,8,268,15911
msd_radix_sort_with_quicksort,random,1900,9,255,15911
msd_radix_sort_with_quicksort,random,1900,10,262,15911
standard_quicksort,random,2000,1,535,309709
standard_quicksort,random,2000,2,533,309709
standard_quicksort,random,2000,3,498,309709
standard_quicksort,random,2000,4,499,309709
standard_quicksort,random,2000,5,497,309709
standard_quicksort,random,2000,6,482,309709
standard_quicksort,random,2000,7,497,309709
standard_quicksort,random,2000,8,483,309709
standard_quicksort,random,2000,9,483,309709
standard_quicksort,random,2000,10,537,309709
standard_mergesort,random,2000,1,1171,27157
standard_mergesort,random,2000,2,1089,27157
standard_mergesort,random,2000,3,1131,27157
standard_mergesort,random,2000,4,1133,27157
standard_mergesort,random,2000,5,1097,27157
standard_mergesort,random,2000,6,1163,27157
standard_mergesort,random,2000,7,1121,27157
standard_mergesort,random,2000,8,1086,27157
standard_mergesort,random,2000,9,1085,27157
standard_mergesort,random,2000,10,1161,27157
ternary_string_quicksort,random,2000,1,245,37553
ternary_string_quicksort,random,2000,2,224,37553
ternary_string_quicksort,random,2000,3,197,37553
ternary_string_quicksort,random,2000,4,182,37553
ternary_string_quicksort,random,2000,5,181,37553
ternary_string_quicksort,random,2000,6,172,37553
ternary_string_quicksort,random,2000,7,165,37553
ternary_string_quicksort,random,2000,8,148,37553
ternary_string_quicksort,random,2000,9,163,37553
ternary_string_quicksort,random,2000,10,160,37553
lcp_mergesort,random,2000,1,1431,17526
lcp_mergesort,random,2000,2,1412,17526
lcp_mergesort,random,2000,3,1423,17526
lcp_mergesort,random,2000,4,1414,17526
lcp_mergesort,random,2000,5,1418,17526
lcp_mergesort,random,2000,6,1462,17526
lcp_mergesort,random,2000,7,1409,17526
lcp_mergesort,random,2000,8,1414,17526
lcp_mergesort,random,2000,9,1398,17526
lcp_mergesort,random,2000,10,1415,17526
msd_radix_sort,random,2000,1,832,4614
msd_radix_sort,random,2000,2,933,4614
msd_radix_sort,random,2000,3,815,4614
msd_radix_sort,random,2000,4,813,4614
msd_radix_sort,random,2000,5,806,4614
msd_radix_sort,random,2000,6,816,4614
msd_radix_sort,random,2000,7,815,4614
msd_radix_sort,random,2000,8,809,4614
msd_radix_sort,random,2000,9,819,4614
msd_radix_sort,random,2000,10,867,4614
msd_radix_sort_with_quicksort,random,2000,1,333,16812
msd_radix_sort_with_quicksort,random,2000,2,307,16812
msd_radix_sort_with_quicksort,random,2000,3,302,16812
msd_radix_sort_with_quicksort,random,2000,4,326,16812
msd_radix_sort_with_quicksort,random,2000,5,300,16812
msd_radix_sort_with_quicksort,random,2000,6,282,16812
msd_radix_sort_with_quicksort,random,2000,7,270,16812
msd_radix_sort_with_quicksort,random,2000,8,275,16812
msd_radix_sort_with_quicksort,random,2000,9,274,16812
msd_radix_sort_with_quicksort,random,2000,10,268,16812
standard_quicksort,random,2100,1,572,321887
standard_quicksort,random,2100,2,524,321887
standard_quicksort,random,2100,3,512,321887
standard_quicksort,random,2100,4,503,321887
standard_quicksort,random,2100,5,521,321887
standard_quicksort,random,2100,6,495,321887
standard_quicksort,random,2100,7,482,321887
standard_quicksort,random,2100,8,452,321887
standard_quicksort,random,2100,9,478,321887
standard_quicksort,random,2100,10,444,321887
standard_mergesort,random,2100,1,1074,28843
standard_mergesort,random,2100,2,996,28843
standard_mergesort,random,2100,3,983,28843
standard_mergesort,random,2100,4,1042,28843
standard_mergesort,random,2100,5,941,28843
standard_mergesort,random,2100,6,918,28843
standard_mergesort,random,2100,7,897,28843
standard_mergesort,random,2100,8,882,28843
standard_mergesort,random,2100,9,886,28843
standard_mergesort,random,2100,10,867,28843
ternary_string_quicksort,random,2100,1,179,38484
ternary_string_quicksort,random,2100,2,180,38484
ternary_string_quicksort,random,2100,3,151,38484
ternary_string_quicksort,random,2100,4,135,38484
ternary_string_quicksort,random,2100,5,137,38484
ternary_string_quicksort,random,2100,6,122,38484
ternary_string_quicksort,random,2100,7,116,38484
ternary_string_quicksort,random,2100,8,118,38484
ternary_string_quicksort,random,2100,9,118,38484
ternary_string_quicksort,random,2100,10,105,38484
lcp_mergesort,random,2100,1,1165,18549
lcp_mergesort,random,2100,2,1158,18549
lcp_mergesort,random,2100,3,1163,18549
lcp_mergesort,random,2100,4,1182,18549
lcp_mergesort,random,2100,5,1145,18549
lcp_mergesort,random,2100,6,1130,18549
lcp_mergesort,random,2100,7,1254,18549
lcp_mergesort,random,2100,8,1140,18549
lcp_mergesort,random,2100,9,1138,18549
lcp_mergesort,random,2100,10,1151,18549
msd_radix_sort,random,2100,1,670,4865
msd_radix_sort,random,2100,2,641,4865
msd_radix_sort,random,2100,3,639,4865
msd_radix_sort,random,2100,4,616,4865
msd_radix_sort,random,2100,5,700,4865
msd_radix_sort,random,2100,6,643,4865
msd_radix_sort,random,2100,7,629,4865
msd_radix_sort,random,2100,8,637,4865
msd_radix_sort,random,2100,9,642,4865
msd_radix_sort,random,2100,10,635,4865
msd_radix_sort_with_quicksort,random,2100,1,246,17963
msd_radix_sort_with_quicksort,random,2100,2,235,17963
msd_radix_sort_with_quicksort,random,2100,3,241,17963
msd_radix_sort_with_quicksort,random,2100,4,222,17963
msd_radix_sort_with_quicksort,random,2100,5,220,17963
msd_radix_sort_with_quicksort,random,2100,6,226,17963
msd_radix_sort_with_quicksort,random,2100,7,231,17963
msd_radix_sort_with_quicksort,random,2100,8,213,17963
msd_radix_sort_with_quicksort,random,2100,9,211,17963
msd_radix_sort_with_quicksort,random,2100,10,227,17963
standard_quicksort,random,2200,1,434,340124
standard_quicksort,random,2200,2,435,340124
standard_quicksort,random,2200,3,398,340124
standard_quicksort,random,2200,4,395,340124
standard_quicksort,random,2200,5,391,340124
standard_quicksort,random,2200,6,397,340124
standard_quicksort,random,2200,7,396,340124
standard_quicksort,random,2200,8,404,340124
standard_quicksort,random,2200,9,390,340124
standard_quicksort,random,2200,10,409,340124
standard_mergesort,random,2200,1,972,30475
standard_mergesort,random,2200,2,967,30475
standard_mergesort,random,2200,3,922,30475
standard_mergesort,random,2200,4,940,30475
standard_mergesort,random,2200,5,920,30475
standard_mergesort,random,2200,6,918,30475
standard_mergesort,random,2200,7,926,30475
standard_mergesort,random,2200,8,908,30475
standard_mergesort,random,2200,9,902,30475
standard_mergesort,random,2200,10,921,30475
ternary_string_quicksort,random,2200,1,195,40600
ternary_string_quicksort,random,2200,2,173,40600
ternary_string_quicksort,random,2200,3,154,40600
ternary_string_quicksort,random,2200,4,173,40600
ternary_string_quicksort,random,2200,5,144,40600
ternary_string_quicksort,random,2200,6,144,40600
ternary_string_quicksort,random,2200,7,134,40600
ternary_string_quicksort,random,2200,8,137,40600
ternary_string_quicksort,random,2200,9,122,40600
ternary_string_quicksort,random,2200,10,129,40600
lcp_mergesort,random,2200,1,1229,19481
lcp_mergesort,random,2200,2,1212,19481
lcp_mergesort,random,2200,3,1219,19481
lcp_mergesort,random,2200,4,1221,19481
lcp_mergesort,random,2200,5,1224,19481
lcp_mergesort,random,2200,6,1226,19481
lcp_mergesort,random,2200,7,1219,19481
lcp_mergesort,random,2200,8,1205,19481
lcp_mergesort,random,2200,9,1216,19481
lcp_mergesort,random,2200,10,1237,19481
msd_radix_sort,random,2200,1,692,5131
msd_radix_sort,random,2200,2,671,5131
msd_radix_sort,random,2200,3,701,5131
msd_radix_sort,random,2200,4,682,5131
msd_radix_sort,random,2200,5,675,5131
msd_radix_sort,random,2200,6,687,5131
msd_radix_sort,random,2200,7,692,5131
msd_radix_sort,random,2200,8,679,5131
msd_radix_sort,random,2200,9,675,5131
msd_radix_sort,random,2200,10,683,5131
msd_radix_sort_with_quicksort,random,2200,1,254,19230
msd_radix_sort_with_quicksort,random,2200,2,270,19230
msd_radix_sort_with_quicksort,random,2200,3,258,19230
msd_radix_sort_with_quicksort,random,2200,4,232,19230
msd_radix_sort_with_quicksort,random,2200,5,313,19230
msd_radix_sort_with_quicksort,random,2200,6,233,19230
msd_radix_sort_with_quicksort,random,2200,7,250,19230
msd_radix_sort_with_quicksort,random,2200,8,243,19230
msd_radix_sort_with_quicksort,random,2200,9,229,19230
msd_radix_sort_with_quicksort,random,2200,10,233,19230
standard_quicksort,random,2300,1,441,358524
standard_quicksort,random,2300,2,438,358524
standard_quicksort,random,2300,3,441,358524
standard_quicksort,random,2300,4,422,358524
standard_quicksort,random,2300,5,444,358524
standard_quicksort,random,2300,6,422,358524
standard_quicksort,random,2300,7,449,358524
standard_quicksort,random,2300,8,425,358524
standard_quicksort,random,2300,9,435,358524
standard_quicksort,random,2300,10,422,358524
standard_mergesort,random,2300,1,1054,32199
standard_mergesort,random,2300,2,984,32199
standard_mergesort,random,2300,3,966,32199
standard_mergesort,random,2300,4,965,32199
standard_mergesort,random,2300,5,971,32199
standard_mergesort,random,2300,6,968,32199
standard_mergesort,random,2300,7,969,32199
standard_mergesort,random,2300,8,998,32199
standard_mergesort,random,2300,9,977,32199
standard_mergesort,random,2300,10,955,32199
ternary_string_quicksort,random,2300,1,203,41683
ternary_string_quicksort,random,2300,2,184,41683
ternary_string_quicksort,random,2300,3,165,41683
ternary_string_quicksort,random,2300,4,169,41683
ternary_string_quicksort,random,2300,5,161,41683
ternary_string_quicksort,random,2300,6,147,41683
ternary_string_quicksort,random,2300,7,159,41683
ternary_string_quicksort,random,2300,8,141,41683
ternary_string_quicksort,random,2300,9,134,41683
ternary_string_quicksort,random,2300,10,135,41683
lcp_mergesort,random,2300,1,1304,20563
lcp_mergesort,random,2300,2,1278,20563
lcp_mergesort,random,2300,3,1288,20563
lcp_mergesort,random,2300,4,1313,20563
lcp_mergesort,random,2300,5,1314,20563
lcp_mergesort,random,2300,6,1292,20563
lcp_mergesort,random,2300,7,1284,20563
lcp_mergesort,random,2300,8,1310,20563
lcp_mergesort,random,2300,9,1292,20563
lcp_mergesort,random,2300,10,1313,20563
msd_radix_sort,random,2300,1,715,5411
msd_radix_sort,random,2300,2,726,5411
msd_radix_sort,random,2300,3,765,5411
msd_radix_sort,random,2300,4,733,5411
msd_radix_sort,random,2300,5,730,5411
msd_radix_sort,random,2300,6,723,5411
msd_radix_sort,random,2300,7,723,5411
msd_radix_sort,random,2300,8,757,5411
msd_radix_sort,random,2300,9,711,5411
msd_radix_sort,random,2300,10,734,5411
msd_radix_sort_with_quicksort,random,2300,1,265,20373
msd_radix_sort_with_quicksort,random,2300,2,263,20373
msd_radix_sort_with_quicksort,random,2300,3,256,20373
msd_radix_sort_with_quicksort,random,2300,4,250,20373
msd_radix_sort_with_quicksort,random,2300,5,287,20373
msd_radix_sort_with_quicksort,random,2300,6,251,20373
msd_radix_sort_with_quicksort,random,2300,7,242,20373
msd_radix_sort_with_quicksort,random,2300,8,252,20373
msd_radix_sort_with_quicksort,random,2300,9,246,20373
msd_radix_sort_with_quicksort,random,2300,10,246,20373
standard_quicksort,random,2400,1,457,371795
standard_quicksort,random,2400,2,472,371795
standard_quicksort,random,2400,3,444,371795
standard_quicksort,random,2400,4,440,371795
standard_quicksort,random,2400,5,484,371795
standard_quicksort,random,2400,6,447,371795
standard_quicksort,random,2400,7,452,371795
standard_quicksort,random,2400,8,442,371795
standard_quicksort,random,2400,9,461,371795
standard_quicksort,random,2400,10,436,371795
standard_mergesort,random,2400,1,1152,33892
standard_mergesort,random,2400,2,1056,33892
standard_mergesort,random,2400,3,1013,33892
standard_mergesort,random,2400,4,1032,33892
standard_mergesort,random,2400,5,1016,33892
standard_mergesort,random,2400,6,1016,33892
standard_mergesort,random,2400,7,1026,33892
standard_mergesort,random,2400,8,1024,33892
standard_mergesort,random,2400,9,1031,33892
standard_mergesort,random,2400,10,1015,33892
ternary_string_quicksort,random,2400,1,210,44442
ternary_string_quicksort,random,2400,2,206,44442
ternary_string_quicksort,random,2400,3,201,44442
ternary_string_quicksort,random,2400,4,179,44442
ternary_string_quicksort,random,2400,5,176,44442
ternary_string_quicksort,random,2400,6,172,44442
ternary_string_quicksort,random,2400,7,166,44442
ternary_string_quicksort,random,2400,8,151,44442
ternary_string_quicksort,random,2400,9,161,44442
ternary_string_quicksort,random,2400,10,157,44442
lcp_mergesort,random,2400,1,1335,21604
lcp_mergesort,random,2400,2,1330,21604
lcp_mergesort,random,2400,3,1334,21604
lcp_mergesort,random,2400,4,1367,21604
lcp_mergesort,random,2400,5,1355,21604
lcp_mergesort,random,2400,6,1341,21604
lcp_mergesort,random,2400,7,1332,21604
lcp_mergesort,random,2400,8,1348,21604
lcp_mergesort,random,2400,9,1342,21604
lcp_mergesort,random,2400,10,1386,21604
msd_radix_sort,random,2400,1,762,5667
msd_radix_sort,random,2400,2,771,5667
msd_radix_sort,random,2400,3,750,5667
msd_radix_sort,random,2400,4,737,5667
msd_radix_sort,random,2400,5,755,5667
msd_radix_sort,random,2400,6,738,5667
msd_radix_sort,random,2400,7,763,5667
msd_radix_sort,random,2400,8,758,5667
msd_radix_sort,random,2400,9,758,5667
msd_radix_sort,random,2400,10,806,5667
msd_radix_sort_with_quicksort,random,2400,1,271,21624
msd_radix_sort_with_quicksort,random,2400,2,351,21624
msd_radix_sort_with_quicksort,random,2400,3,263,21624
msd_radix_sort_with_quicksort,random,2400,4,284,21624
msd_radix_sort_with_quicksort,random,2400,5,258,21624
msd_radix_sort_with_quicksort,random,2400,6,267,21624
msd_radix_sort_with_quicksort,random,2400,7,257,21624
msd_radix_sort_with_quicksort,random,2400,8,279,21624
msd_radix_sort_with_quicksort,random,2400,9,284,21624
msd_radix_sort_with_quicksort,random,2400,10,261,21624
standard_quicksort,random,2500,1,506,393522
standard_quicksort,random,2500,2,478,393522
standard_quicksort,random,2500,3,464,393522
standard_quicksort,random,2500,4,472,393522
standard_quicksort,random,2500,5,470,393522
standard_quicksort,random,2500,6,477,393522
standard_quicksort,random,2500,7,539,393522
standard_quicksort,random,2500,8,463,393522
standard_quicksort,random,2500,9,480,393522
standard_quicksort,random,2500,10,464,393522
standard_mergesort,random,2500,1,1125,35632
standard_mergesort,random,2500,2,1113,35632
standard_mergesort,random,2500,3,1057,35632
standard_mergesort,random,2500,4,1132,35632
standard_mergesort,random,2500,5,1076,35632
standard_mergesort,random,2500,6,1061,35632
standard_mergesort,random,2500,7,1094,35632
standard_mergesort,random,2500,8,1119,35632
standard_mergesort,random,2500,9,1106,35632
standard_mergesort,random,2500,10,1057,35632
ternary_string_quicksort,random,2500,1,227,51415
ternary_string_quicksort,random,2500,2,208,51415
ternary_string_quicksort,random,2500,3,227,51415
ternary_string_quicksort,random,2500,4,200,51415
ternary_string_quicksort,random,2500,5,184,51415
ternary_string_quicksort,random,2500,6,187,51415
ternary_string_quicksort,random,2500,7,178,51415
ternary_string_quicksort,random,2500,8,170,51415
ternary_string_quicksort,random,2500,9,180,51415
ternary_string_quicksort,random,2500,10,176,51415
lcp_mergesort,random,2500,1,1392,22663
lcp_mergesort,random,2500,2,1387,22663
lcp_mergesort,random,2500,3,1409,22663
lcp_mergesort,random,2500,4,1436,22663
lcp_mergesort,random,2500,5,1411,22663
lcp_mergesort,random,2500,6,1383,22663
lcp_mergesort,random,2500,7,1416,22663
lcp_mergesort,random,2500,8,1402,22663
lcp_mergesort,random,2500,9,1403,22663
lcp_mergesort,random,2500,10,1444,22663
msd_radix_sort,random,2500,1,793,5920
msd_radix_sort,random,2500,2,777,5920
msd_radix_sort,random,2500,3,795,5920
msd_radix_sort,random,2500,4,819,5920
msd_radix_sort,random,2500,5,803,5920
msd_radix_sort,random,2500,6,797,5920
msd_radix_sort,random,2500,7,801,5920
msd_radix_sort,random,2500,8,790,5920
msd_radix_sort,random,2500,9,961,5920
msd_radix_sort,random,2500,10,850,5920
msd_radix_sort_with_quicksort,random,2500,1,314,22824
msd_radix_sort_with_quicksort,random,2500,2,281,22824
msd_radix_sort_with_quicksort,random,2500,3,292,22824
msd_radix_sort_with_quicksort,random,2500,4,279,22824
msd_radix_sort_with_quicksort,random,2500,5,292,22824
msd_radix_sort_with_quicksort,random,2500,6,276,22824
msd_radix_sort_with_quicksort,random,2500,7,269,22824
msd_radix_sort_with_quicksort,random,2500,8,301,22824
msd_radix_sort_with_quicksort,random,2500,9,276,22824
msd_radix_sort_with_quicksort,random,2500,10,295,22824
standard_quicksort,random,2600,1,511,399361
standard_quicksort,random,2600,2,491,399361
standard_quicksort,random,2600,3,506,399361
standard_quicksort,random,2600,4,485,399361
standard_quicksort,random,2600,5,477,399361
standard_quicksort,random,2600,6,929,399361
standard_quicksort,random,2600,7,511,399361
standard_quicksort,random,2600,8,484,399361
standard_quicksort,random,2600,9,485,399361
standard_quicksort,random,2600,10,506,399361
standard_mergesort,random,2600,1,1323,37354
standard_mergesort,random,2600,2,1200,37354
standard_mergesort,random,2600,3,1138,37354
standard_mergesort,random,2600,4,1114,37354
standard_mergesort,random,2600,5,1094,37354
standard_mergesort,random,2600,6,1102,37354
standard_mergesort,random,2600,7,1097,37354
standard_mergesort,random,2600,8,1162,37354
standard_mergesort,random,2600,9,1138,37354
standard_mergesort,random,2600,10,1098,37354
ternary_string_quicksort,random,2600,1,225,48594
ternary_string_quicksort,random,2600,2,223,48594
ternary_string_quicksort,random,2600,3,210,48594
ternary_string_quicksort,random,2600,4,200,48594
ternary_string_quicksort,random,2600,5,188,48594
ternary_string_quicksort,random,2600,6,186,48594
ternary_string_quicksort,random,2600,7,191,48594
ternary_string_quicksort,random,2600,8,176,48594
ternary_string_quicksort,random,2600,9,203,48594
ternary_string_quicksort,random,2600,10,178,48594
lcp_mergesort,random,2600,1,1486,23652
lcp_mergesort,random,2600,2,1447,23652
lcp_mergesort,random,2600,3,1486,23652
lcp_mergesort,random,2600,4,1431,23652
lcp_mergesort,random,2600,5,1460,23652
lcp_mergesort,random,2600,6,1450,23652
lcp_mergesort,random,2600,7,1444,23652
lcp_mergesort,random,2600,8,1516,23652
lcp_mergesort,random,2600,9,1427,23652
lcp_mergesort,random,2600,10,1429,23652
msd_radix_sort,random,2600,1,825,6182
msd_radix_sort,random,2600,2,905,6182
msd_radix_sort,random,2600,3,821,6182
msd_radix_sort,random,2600,4,831,6182
msd_radix_sort,random,2600,5,886,6182
msd_radix_sort,random,2600,6,837,6182
msd_radix_sort,random,2600,7,829,6182
msd_radix_sort,random,2600,8,829,6182
msd_radix_sort,random,2600,9,838,6182
msd_radix_sort,random,2600,10,831,6182
msd_radix_sort_with_quicksort,random,2600,1,295,24150
msd_radix_sort_with_quicksort,random,2600,2,297,24150
msd_radix_sort_with_quicksort,random,2600,3,307,24150
msd_radix_sort_with_quicksort,random,2600,4,300,24150
msd_radix_sort_with_quicksort,random,2600,5,295,24150
msd_radix_sort_with_quicksort,random,2600,6,368,24150
msd_radix_sort_with_quicksort,random,2600,7,292,24150
msd_radix_sort_with_quicksort,random,2600,8,299,24150
msd_radix_sort_with_quicksort,random,2600,9,277,24150
msd_radix_sort_with_quicksort,random,2600,10,301,24150
standard_quicksort,random,2700,1,536,423394
standard_quicksort,random,2700,2,511,423394
standard_quicksort,random,2700,3,527,423394
standard_quicksort,random,2700,4,502,423394
standard_quicksort,random,2700,5,505,423394
standard_quicksort,random,2700,6,515,423394
standard_quicksort,random,2700,7,509,423394
standard_quicksort,random,2700,8,503,423394
standard_quicksort,random,2700,9,556,423394
standard_quicksort,random,2700,10,509,423394
standard_mergesort,random,2700,1,1291,39070
standard_mergesort,random,2700,2,1182,39070
standard_mergesort,random,2700,3,1149,39070
standard_mergesort,random,2700,4,1156,39070
standard_mergesort,random,2700,5,1137,39070
standard_mergesort,random,2700,6,1215,39070
standard_mergesort,random,2700,7,1178,39070
standard_mergesort,random,2700,8,1143,39070
standard_mergesort,random,2700,9,1142,39070
standard_mergesort,random,2700,10,1181,39070
ternary_string_quicksort,random,2700,1,245,52605
ternary_string_quicksort,random,2700,2,227,52605
ternary_string_quicksort,random,2700,3,216,52605
ternary_string_quicksort,random,2700,4,206,52605
ternary_string_quicksort,random,2700,5,219,52605
ternary_string_quicksort,random,2700,6,198,52605
ternary_string_quicksort,random,2700,7,193,52605
ternary_string_quicksort,random,2700,8,200,52605
ternary_string_quicksort,random,2700,9,195,52605
ternary_string_quicksort,random,2700,10,192,52605
lcp_mergesort,random,2700,1,1538,24641
lcp_mergesort,random,2700,2,1535,24641
lcp_mergesort,random,2700,3,1514,24641
lcp_mergesort,random,2700,4,1533,24641
lcp_mergesort,random,2700,5,1564,24641
lcp_mergesort,random,2700,6,1512,24641
lcp_mergesort,random,2700,7,1512,24641
lcp_mergesort,random,2700,8,1523,24641
lcp_mergesort,random,2700,9,1501,24641
lcp_mergesort,random,2700,10,1587,24641
msd_radix_sort,random,2700,1,880,6451
msd_radix_sort,random,2700,2,911,6451
msd_radix_sort,random,2700,3,872,6451
msd_radix_sort,random,2700,4,890,6451
msd_radix_sort,random,2700,5,869,6451
msd_radix_sort,random,2700,6,871,6451
msd_radix_sort,random,2700,7,863,6451
msd_radix_sort,random,2700,8,942,6451
msd_radix_sort,random,2700,9,854,6451
msd_radix_sort,random,2700,10,851,6451
msd_radix_sort_with_quicksort,random,2700,1,313,24743
msd_radix_sort_with_quicksort,random,2700,2,303,24743
msd_radix_sort_with_quicksort,random,2700,3,321,24743
msd_radix_sort_with_quicksort,random,2700,4,302,24743
msd_radix_sort_with_quicksort,random,2700,5,339,24743
msd_radix_sort_with_quicksort,random,2700,6,293,24743
msd_radix_sort_with_quicksort,random,2700,7,300,24743
msd_radix_sort_with_quicksort,random,2700,8,299,24743
msd_radix_sort_with_quicksort,random,2700,9,288,24743
msd_radix_sort_with_quicksort,random,2700,10,294,24743
standard_quicksort,random,2800,1,544,442342
standard_quicksort,random,2800,2,585,442342
standard_quicksort,random,2800,3,544,442342
standard_quicksort,random,2800,4,534,442342
standard_quicksort,random,2800,5,550,442342
standard_quicksort,random,2800,6,537,442342
standard_quicksort,random,2800,7,521,442342
standard_quicksort,random,2800,8,544,442342
standard_quicksort,random,2800,9,535,442342
standard_quicksort,random,2800,10,523,442342
standard_mergesort,random,2800,1,1292,40903
standard_mergesort,random,2800,2,1269,40903
standard_mergesort,random,2800,3,1201,40903
standard_mergesort,random,2800,4,1203,40903
standard_mergesort,random,2800,5,1202,40903
standard_mergesort,random,2800,6,1222,40903
standard_mergesort,random,2800,7,1195,40903
standard_mergesort,random,2800,8,1266,40903
standard_mergesort,random,2800,9,1215,40903
standard_mergesort,random,2800,10,1195,40903
ternary_string_quicksort,random,2800,1,250,51706
ternary_string_quicksort,random,2800,2,233,51706
ternary_string_quicksort,random,2800,3,229,51706
ternary_string_quicksort,random,2800,4,230,51706
ternary_string_quicksort,random,2800,5,214,51706
ternary_string_quicksort,random,2800,6,211,51706
ternary_string_quicksort,random,2800,7,220,51706
ternary_string_quicksort,random,2800,8,197,51706
ternary_string_quicksort,random,2800,9,189,51706
ternary_string_quicksort,random,2800,10,220,51706
lcp_mergesort,random,2800,1,1587,25771
lcp_mergesort,random,2800,2,1618,25771
lcp_mergesort,random,2800,3,1638,25771
lcp_mergesort,random,2800,4,1611,25771
lcp_mergesort,random,2800,5,1612,25771
lcp_mergesort,random,2800,6,1647,25771
lcp_mergesort,random,2800,7,1617,25771
lcp_mergesort,random,2800,8,1595,25771
lcp_mergesort,random,2800,9,1595,25771
lcp_mergesort,random,2800,10,1589,25771
msd_radix_sort,random,2800,1,926,6729
msd_radix_sort,random,2800,2,984,6729
msd_radix_sort,random,2800,3,926,6729
msd_radix_sort,random,2800,4,928,6729
msd_radix_sort,random,2800,5,927,6729
msd_radix_sort,random,2800,6,928,6729
msd_radix_sort,random,2800,7,928,6729
msd_radix_sort,random,2800,8,921,6729
msd_radix_sort,random,2800,9,948,6729
msd_radix_sort,random,2800,10,960,6729
msd_radix_sort_with_quicksort,random,2800,1,338,26602
msd_radix_sort_with_quicksort,random,2800,2,316,26602
msd_radix_sort_with_quicksort,random,2800,3,334,26602
msd_radix_sort_with_quicksort,random,2800,4,375,26602
msd_radix_sort_with_quicksort,random,2800,5,313,26602
msd_radix_sort_with_quicksort,random,2800,6,314,26602
msd_radix_sort_with_quicksort,random,2800,7,313,26602
msd_radix_sort_with_quicksort,random,2800,8,312,26602
msd_radix_sort_with_quicksort,random,2800,9,312,26602
msd_radix_sort_with_quicksort,random,2800,10,306,26602
standard_quicksort,random,2900,1,573,457728
standard_quicksort,random,2900,2,598,457728
standard_quicksort,random,2900,3,568,457728
standard_quicksort,random,2900,4,559,457728
standard_quicksort,random,2900,5,560,457728
standard_quicksort,random,2900,6,566,457728
standard_quicksort,random,2900,7,560,457728
standard_quicksort,random,2900,8,555,457728
standard_quicksort,random,2900,9,571,457728
standard_quicksort,random,2900,10,571,457728
standard_mergesort,random,2900,1,1316,42598
standard_mergesort,random,2900,2,1285,42598
standard_mergesort,random,2900,3,1238,42598
standard_mergesort,random,2900,4,1270,42598
standard_mergesort,random,2900,5,1253,42598
standard_mergesort,random,2900,6,1269,42598
standard_mergesort,random,2900,7,1345,42598
